id_especie,nome_cientifico,nome_popular_1,genero,especie,familia,autor_nome_cientifico,municipio_coleta,estado_coleta,arvore_altura_comercial_m,arvore_dap_cm,arvore_das_cm,densidade_basica,densidade_seca,densidade_verde,densidade_aparente,contracao_tangencial,contracao_radial,contracao_volumetrica,relacao_tangencial_radial,flexao_verde_moe,flexao_verde_mor,flexao_seca_moe,flexao_seca_mor,compressao_paralela_verde,compressao_paralela_seca,compressao_perpendicular_verde,compressao_perpendicular_seca,dureza_janka_paralela_verde,dureza_janka_paralela_seca,dureza_janka_transversal_verde,dureza_janka_transversal_seca,tração_perpendicular_verde,tração_perpendicular_seca,fendilhamento_verde,fendilhamento_seca,cisalhamento_verde,cisalhamento_seca,extração_pregos_paralela_verde,extração_pregos_paralela_seca,extração_pregos_perpendicular_verde,extração_pregos_perpendicular_seca,cor_cerne_classificacao,textura,gra,brilho,cheiro,sabor,figura_tangencial,figura_radial,cerne_alburno,camadas_de_crescimento,secagem_duracao_dias,secagem_umidade_inicial,secagem_umidade_final,secagem_programa_utilizado,secagem_número_amostras,densidade_classificacao,compressaofco_classificacao,compressaofc90_classificacao,contracao_radial_classificacao,contracao_volumetrica_classificacao,dureza_paralela_classificacao,dureza_tranversal_classificacao,classificacao_tempo_secagem,Modulo_elasticidade_classificacao,cisalhamento_classificacao,dap_cm,altura_m,densidade,biomassa_kg,carbono_kg,co2_kg
242,Swietenia macrophylla,MOGNO,Swietenia,macrophylla,Meliaceae,King.,Belém,PA,9,49, ,"0,52","0,56","1,1", ,"4,7","2,9","7,2","1,62","6,47","55,11", , ,"31,68", ,"7,06", ,"5070,05", ,"4265,9", ,"4,81", , , ,"8,73", ,   ,   ,   ,   ,amarela, Textura média,entrecruzada,forte nas faces longitudinais,impercéptível, , , ,indistintos, , , , , , ,Média,Alta,Alta,Baixa,Baixa,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
136,Laetia procera,PAU-JACARÉ,Laetia,procera,Flacourtiaceae,(Poepp.) Eichl.,Buriticupu,MA,13,51, ,"0,68","0,82","1,2","0,84",12,"5,1","17,1","2,35","12,65","74,04","15,4","120,33","36,19","66,88","5,79","9,71","6393,95","11228,64","5717,29","9708,61","6,86","6,28","686,47","735,5","12,16","16,18","735,5",   ,"1.304,29",   ,amarela,média,revessa,ausente,imperceptível, ,"destacada, causada pelas linhas vasculares",causada pelo contraste dos raios,indistintos,pouco distintas,5,"78,2","11,6",suave,24,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
31,Brosimum gaudichaudii,MURURÉ,Brosimum,acutifolium,Moraceae,Huber,Buriticupu ,MA,10,47, ,"0,67","0,77","1,18","0,91","9,1",5,"14,1","1,82","10,89","91,89","14,22","137,49","42,95","76,98","7,06","14,71","6923,51","14347,17","7041,19","13503,79","3,82","4,12","588,4","539,37","10,59","15,98","1.059,12",   ,"1.441,58",   ,marrom,média,direita,ausente,imperceptível, ,"pouco destacada, causada pelas linhas vasculares",em faixas longitudinais de cores distintas,distintos,distintas a pouco distintas,95, , , , ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
56,Cassia fastuosa,CANAFÍSTULA,Cassia,fastuosa,Caesalpiniaceae,Willd.,Buriticupu ,MA,8,50,48,"0,71","0,8","1,22","0,87","9,1","6,2",,"1,47","12,45","100,52","13,14","113,95","48,25","72,18","10,59","12,75","8669,1","12258,34","8639,68","11120,77",5,"3,24","578,59","460,91","13,34","14,42","1.147,38",   ,"1.824,04",   ,marrom,média tendendo a grossa,revessa,moderado na superfície radial,imperceptível, ,"em linhas longitudinais destacadas, causadas pelos vasos e parênquima axial","em faixas longitudinais de cores distintas, causadas pelas camadas de crescimento",distintos,distintas,129, , ,suave, ,Média,Alta,Baixa,Baixa,,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
207,Chrysophyllum lucentifolium = Pouteria pachycarpa,GOIABÃO,Pouteria,pachycarpa,Sapotaceae,Pires,Buriticupu ,MA,9,51, ,"0,73","0,87","1,19","0,93","11,2","6,2","16,5","1,81","12,85","98,95","16,38","155,53","45,11","74,04","7,06","11,57","8119,93","15219,96","7296,17","12817,32","4,51","5,79","657,05","627,63",10,"18,14","853,18",   ,"1.461,19",   ,amarela,"média, tendendo a fina",direita,moderado,imperceptível, ,"em forma de V, causada pelas camadas de crescimento e de aspecto fibroso atenuado",de aspecto fibroso,indistintos,distintas,38,"48,6","10,2",forte,24,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
112,Euxylophora paraensis,PAU-AMARELO,Euxylophora,paraensis,Rutaceae,Huber,Buriticupu ,MA,11,50, ,"0,69","0,8","1,2","0,81","7,8","6,5","13,1","1,2","12,16","97,87","13,73","126,9","46,29","69,43","9,61","11,96","7649,21","12434,86","7845,34","10993,28","4,51","4,12","578,59","568,79","12,36","17,75","1.039,51",   ,"1.520,03",   ,amarela,"média, tendendo a fina",direita,moderado,imperceptível, ,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento","em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento",indistintos,distintas,35,"62,3",10,forte,24,Média,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
165,Myrocarpus frondosus,CABREÚVA-PARDA,Myrocarpus,frondosus,Fabaceae,Allemão,Buriticupu ,MA,9,51, ,"0,78","0,89","1,18","0,92",7,"4,4","11,3","1,59","13,53","123,27","15,1","154,16","62,66","85,91","10,98","13,53","11169,8","15288,61","10561,79","13680,31",5,"4,02","735,5","568,79","14,51","17,85","1.735,78",   ,"2.137,86",   ,vermelha,"média, tendendo a fina",direita a revessa,ausente,característico agradável, ,"em forma de V, causada pelas camadas de crescimento","pouco destacada em linhas longitudinais escuras, devido às camadas de crescimento e em faixas longitudinais, causadas pela grã",distintos,pouco distintas,38,"45,4",9,forte,24,Pesada,Alta,Baixa,Baixa,Baixa,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
114,Pouteria gongrijpii = Franchetella gongrijpii,TUTURUBÁ,Pouteria,oblanceolata,Sapotaceae,Pires,Buriticupu ,MA,13,55, ,"0,72","0,85","1,24", ,"10,1","4,5",15,"2,24","13,14","99,05","15,3","144,45","42,27","75,51","9,32","12,55","7394,23","11669,94","7531,53","10659,86","4,41","4,81","696,27","784,53","11,67","17,65",   ,   ,   ,   ,marrom,fina,direita,ausente,imperceptível, ,não apresenta,não apresenta,pouco distintos a indistintos,distintas,6, , ,suave, ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
240,Stryphnodendron pulcherrimum,FAVA-BRANCA,Sterculia,speciosa,Sterculiaceae,K.Schum.,Buriticupu ,MA,8,47, ,"0,48","0,54",1,"0,61","7,5","5,1","11,1","1,47","10,1","62,96","11,87","95,91","29,42","44,91","3,63","4,81","4334,55","7305,97","3579,44","5825,16","3,14","3,04","392,27","362,85","9,02","12,26","539,37",   ,"921,83",   ,cinza,média,direita a revessa,moderado na superfície radial,imperceptível, ,em linhas vasculares destacadas,"em linhas vasculares destacadas, raios contrastados e em faixas longitudinais, causadas pela grã",indistintos,distintas,72,"148,8","13,2",suave,24,Leve,Média,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
255,Terminalia cf argentea,CACHAPORRA-DO-GENTIO,Terminalia,cf. argentea,Combretaceae,Mart. & Zucc.,Buriticupu ,MA,10,41,53,"0,8","0,95","1,25","0,97","9,8","5,8","15,2","1,69","14,51","112,97","15,4",142,"56,68","84,63","10,59","12,85","9924,36","15416,09","10395,08","13964,71","4,81","4,41","715,89","588,4","13,73","17,65","1.274,87",   ,"1.882,88",   ,marrom,média,direita a ondulada,moderado na superfície radial,imperceptível, ,"em linhas longitudinais destacadas, causadas pelas camadas de crescimento","em linhas longitudinais pouco destacadas, causadas pelas camadas de crescimento",distintos,distintas,64,"58,2","9,5",forte,24,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
258,Tetragastris panamensis,BARROTE,Tetragastris,panamensis,Burseraceae,(Engl.) O.Kuntze,Buriticupu ,MA,10,54, ,"0,75","0,88","1,23","0,92","9,8",5,"14,9","1,96","11,67","85,32","14,02","123,56","41,97","60,51","7,85","12,85","8139,54","13876,45","8061,09","12670,22","4,02",5,"617,82","617,82","12,94","18,93","1.059,12",   ,"1.804,43",   ,marrom,fina,revessa,moderado,imperceptível, ,pouco destacada e em forma de U,"causada pelos raios pouco contrastados e pelos canais secretores radiais, contendo substâncias de cor escura",pouco distintos,pouco distintas,35,"46,2","10,2",forte,21,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
279,Zizyphus cinnamomum = Zizyphus itacaiunensis,MARIA-preta,Zizyphus,itacaiunensis,Rhamnaceae,Fróes,Buriticupu ,MA,8,47,47,"0,8","0,95","1,26","0,97","9,9","6,9","15,7","1,43","13,73","101,6","16,18","156,61","49,52","87,48","12,45","14,51","9384,99","16357,53","9541,89","14817,89","5,39","5,79","676,66","715,89","13,73","19,42","1.402,35",   ,"1.755,39",   ,marrom,fina,revessa,moderado,imperceptível, ,"pouco destacada, causada pelo parênquima axial",em faixas longitudinais descontínuas de cor mais escura,distintos,distintas,72,"45,2","10,5",suave,22,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
280,Zollernia paraensis,PAU-SANTO,Zollernia,paraensis,Fabaceae,Huber,Buriticupu ,MA,8,47, ,"0,97","1,17","1,32","1,26","9,6",5,"16,8","1,92","15,98","145,82","17,85","187,8","67,47","95,52","13,93","26,97","11699,36","14611,95","13101,72","14504,07","4,61","4,61","657,05","500,14","14,32","18,44","2.128,05",   ,"1.912,30",   ,preta,fina,revessa,ausente,característico agradável, ,"pouco destacada em linhas longitudinais onduladas e descontínuas, devido ao parênquima axial",,distintos,pouco distintas,37,"22,3","16,7",suave,24,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
15,Aniba canelilla,CASCA-PRECIOSA,Aniba,canelilla, Lauraceae,(H.B.K.) Mez,Curuá-Una,PA,10,60, ,"0,92","1,07","1,3", ,"8,2","6,4","13,6","1,28","16,08","136,7","17,55","183,87","73,45","97,77","14,42","20,2","12013,18","14710,01","12503,51","14984,6","5,79","2,84","882,6","539,37","14,61","18,44",   ,   ,   ,   ,marrom,média ,cruzada irregular,moderado,agradável, ,causada por linhas vasculares destacadas,em linhas vasculares e raios destacados,distintos,distintas,75, , , , ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
219,Annona exsucca = Rollinia exsucca,EMBIRA,Rollinia,exsucca,Annonaceae,A.DC.,Curuá-Una,PA,9,45,54,"0,52","0,59","1,02", ,"8,8","3,2","12,3","2,75","11,38","73,94","11,77","89,63","35,89","52,27","3,82",,"4393,39","5285,8","3736,34","3844,22", , ,"519,75","294,2","7,75","8,43",   ,   ,   ,   ,amarela,média,direita,ausente,imperceptível, ,linhas vasculares destacadas,"raios contrastados, linhas vasculares e faixas longitudinais devido aos anéis de crescimento",indistintos,distintas, , , , , ,Média,Alta,,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
20,Astronium graveolens = Astronium gracile,AROEIRA,Astronium,gracile,Anacardiaceae,Engl.,Curuá-Una,PA,3,43, ,"0,73","0,83","1,14", ,8,"5,3","11,9","1,51","13,53","88,85","15,98","130,72","48,05","70,12","7,55","9,81","5717,29","8247,41","6717,57","7747,27", ,"4,61","686,47","696,27","11,08","16,77",   ,   ,   ,   ,marrom,média,cruzada revessa e cruzada ondulada,moderado,imperceptível, ,não apresenta,"em faixas longitudinais pouco destacadas, causadas pela grã",distintos,distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Média,Alta,Média,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
301,Astronium lecointei,MUIRACATIARA-RAJADA,Astronium,lecointei,Anacardiaceae,Ducke,Curuá-Una,PA,15,60, ,"0,79","0,9","1,19", ,"7,6","4,6","11,9","1,65","12,94","102,19",15,"136,41","51,29","82,38","9,71","13,83","7855,15","8737,75","8884,85","9590,93","5,2","5,39","735,5","617,82","13,44","16,77",   ,   ,   ,   ,marrom,média a fina,cruzada ondulada e cruzada levemente revessa,ausente,imperceptível imperceptível, ,em forma de V causada por anéis de crescimento destacados,"em linhas longitudinais pouco destacadas, causadas por aneis de crescimento",distintos,distintas,2, , ,severo, ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
23,Astronium ulei,MUIRACATIARA,Astronium,ulei,Anacardiaceae,Mattick,Curuá-Una,PA,25,78, ,"0,71","0,81","1,06", ,"8,1","4,3","12,2","1,88","12,94","87,48","13,44","115,23","45,01","69,14","5,98","13,63","6364,53","8139,54","6923,51","7492,3","4,31","5,39","598,21","784,53","14,42","16,77",   ,   ,   ,   ,vermelha,média,cruzada irregular,ausente,fraco e caracteístico, ,"em faixas irregulares longitudinais bem destacadas,causadas por anéis de crescimento","em faixas irregulares, longitudinais irregulares, causadas pela grã e anéis de crescimento",pouco distintos,pouco distintas a indistintas, , , , , ,Média,Alta,Baixa,Baixa,Média,Alta,Média,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
29,Bowdichia nitida,SUCUPIRA,Bowdichia,nitida,Fabaceae,Spruce,Curuá-Una,PA,9,53, ,"0,85","0,99","1,22", ,9,6,"14,7","1,5","16,08","134,25","17,95","182,11","73,16","92,28","9,9","15,89","11797,43","14847,31","12415,25","15200,35","6,28","4,12","764,92","657,05","14,61","19,02",   ,   ,   ,   ,marrom,média à grossa,cruzada irregular,moderado,imperceptível, ,"de aspecto fibroso acentuado, causado por destaque de parênquima axial e linhas vasculares","de aspecto fibroso atenuado, causado por destaque de parênquia axial e linhas vasculares",distintos,distintas,1, , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
32,Brosimum alicastrum,JANITÁ ,Brosimum,acutifolium,Moraceae,Huber,Curuá-Una,PA,11,51,49,"0,74","0,88","1,23", ,"9,4","5,6",16,"1,68","13,44","95,22","15,98","152,69","43,64","86,2","6,37","11,18","6737,19","11287,48","6796,03","9159,43","3,73","4,41","558,98","686,47","10,89","14,81",   ,   ,   ,   ,amarela,média,direira,acentuado,imperceptível, ,"em linhas longitudinais pouco destacadas, causadas por anéis de crescimento","em linhas longitudinais pouco destacadas, causadas por anéis de crescimento",indistintos,distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
57,Chamaecrista scleroxylon = Cassia scleroxylon,MUIRAPIXUNA,Cassia,scleroxylon,Caesalpiniaceae,Ducke,Curuá-Una,PA,6,46, ,"1,01","1,14","1,34", ,"8,2","3,6","11,5","2,28","14,51","127,98","16,38","180,83","75,61","96,3","23,05","22,75","10581,4","14543,3","12189,7","15278,8","3,73","3,24","862,99","725,69","16,57","19,91",   ,   ,   ,   ,preta,média,direita a cruzada levemente ondulada,moderado,imperceptível, ,não apresenta,"em faixas longitudinais estreitas, causadas por anéis de crescimento",distintos,pouco distintas no alburno e indistintas no cerne,2, , , , ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
206,Chrysophyllum lucentifolium = Pouteria pachycarpa,GOIABÃO,Pouteria,pachycarpa,Sapotaceae,Pires,Curuá-Una,PA,8,47, ,"0,74","0,9","1,17", ,"12,6","6,5","18,1","1,94","15,49","113,76","16,87","161,61","54,23","82,57","6,57","10,98","7531,53","12091,63","7384,43","10718,7","5,3","4,61","637,43","804,15","11,08","16,77",   ,   ,   ,   ,amarela,fina,cruzada irregular,moderado,imperceptível imperceptível, ,em linhas longitudinais causadas por anéis de crescimento,em linhas longitudinais causadas por anéis de crescimento,indistintos,distintas,2, , ,severo, ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
64,Clarisia racemosa,GUARIÚBA,Clarisia,racemosa,Moraceae,Ruíz & Pav.,Curuá-Una,PA,13,66, ,"0,6","0,66","1,16", ,"6,2","3,1",10,2,"10,79","82,77","12,16","108,85","43,74","64,53","7,16","9,32","6021,3","7835,53","5197,54","6119,37","4,12","2,84","558,98","500,14","10,69","11,67",   ,   ,   ,   ,amarela,média,cruzada revessa,moderado,imperceptível, ,causada por linhas vasculares destacadas,"em faixas longitudinais de aspecto desigual, causadas pela grã",distintos,distintas,55, , , , ,Média,Alta,Baixa,Baixa,Baixa,Média,Média,Muito Lenta > 20,Médio,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
79,Couratari oblongifolia,TAUARI,Couratari,oblongifolia,Lecythidaceae,Ducke & R.Knuth,Curuá-Una,PA,9,58,60,"0,5","0,56","1,13", ,"6,6","4,2","10,9","1,57",10,"63,65","10,89","83,06","29,22","44,62","3,92","6,28","3912,86","5776,13","3648,08","4599,33","4,51","3,73","539,37","480,53","8,73","10,4",   ,   ,   ,   ,branca,média,direita,ausente,imperceptível, ,"em forma de V, causada por anéis de crescimento","em faixas longitudinais estreitas, causadas por anéis de crescimento",indistintos,pouco distintas,2, , ,severo, ,Média,Média,Baixa,Baixa,Baixa,Média,Média,Muito rápida < 4,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
82,Dialium guianense,JATAIPEBA,Dialium,guianense,Caesalpiniaceae,(Aubl.) Sandwith,Curuá-Una,PA,7,45,49,"0,88","1,02","1,27", ,"8,9","5,1","14,5","1,75","14,42","124,25","17,16","188,58","57,76","90,42","13,14","21,87","11768,01","16867,48","12640,8","16122,17","6,08","4,41","872,79","715,89","14,71","22,36",   ,   ,   ,   ,marrom,media,cruzada revessa,ausente,imperceptível, ,não apresenta,não apresenta,distintos,pouco distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
86,Dinizia excelsa,ANGELIM-VERMELHO,Dinizia,excelsa,Mimosaceae,Ducke,Curuá-Una,PA,11,56,65,"0,83","0,97","1,26", ,"9,5","5,7","14,5","1,67",15,"119,64","16,97","156,91","60,31","85,61","10,3","14,81",9993,"14317,75","10865,8","13543,02","5,2","3,82","735,5","657,05","13,14","17,65",   ,   ,   ,   ,marrom,média,cruzada revessa,moderado,desagradável e fraco, ,causadas por linhas vasculares destacadas,"em faixas longitudinais largas, causadas por aéis de crescimento",pouco distintos,distintas,55, , ,severo, ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
87,Diploon cuspidatum = Diploon venezuelana,ABIURANA-SECA,Diploon,venezuelana,Sapotaceae,Aubrév.,Curuá-Una,PA,6,42,42,"0,85","1,01","1,2", ,"10,1","7,1","15,7","1,42","14,61","116,5","17,75","186,91",56,"96,4","15,98","19,42","8943,69","11826,85","9306,53","13101,72","5,3","3,14","843,37","539,37","12,55","19,61",   ,   ,   ,   ,marrom,fina,direita,ausente,imperceptível, ,"em forma de V, causada por anéis de crescimento destacados","em linhas longitudinais pouco destacadas, causadas por anéis de crescimento",pouco distintos a indistintos,distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
89,Dipteryx odorata,CUMARU,Dipteryx,odorata,Fabaceae,(Aubl.) Willd.,Curuá-Una,PA,9,50,60,"0,91","1,06","1,28", ,"8,4","5,4","13,5","1,56","15,89","133,76","17,95","172,99","67,96","96,79","15,69","20,59","12670,22","13131,14","13660,7","15700,49","6,28","4,81","912,02","853,18","16,57","21,97",   ,   ,   ,   ,marrom,média a fina,cruzada revessa,ausente,imperceptível, ,causada por linhas vasculares destacadas,"em faixas longitudinais estreitas, causadas por anéis de crescimento",distintos,distintas,6, , ,severo, ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Rápida - 4 a 8,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
91,Drypetes variabilis,PAU-BRANCO,Drypetes,variabilis,Euphorbiaceae,Uittien,Curuá-Una,PA,10,67,57,"0,71","0,85","1,24", ,"11,3","5,8","15,9","1,95","12,65","92,38","15,89","143,86","40,99","72,47","7,55","12,36","7855,15","12895,78","7472,69","11199,22","4,61","4,22","686,47","676,66","10,79","16,18",   ,   ,   ,   ,cinza,fina,cruzada revessa e cruzada ondulada,ausente,imperceptível, ,"em faixas longitudinais bem destacadas, causadas por anéis de crescimento",em manchas escuras e irregulares,indistintos,distintas,3, , ,severo, ,Média,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
92,Endopleura uchi,UXI,Endopleura,uchi,Humiriaceae,(Huber) Cuatr.,Curuá-Una,PA,9,50, ,"0,78","0,94","1,18", ,"9,6","6,4","15,6","1,5","14,32","114,05","15,3","153,67","54,52","74,82","7,85","13,04","9355,57","13111,52","8943,69","10385,27","5,39","6,18","568,79","470,72","13,63","18,73",   ,   ,   ,   ,marrom,média,direita,moderado,imperceptível, ,causada por linhas vasculares destacadas,em linha vasculares pouco destacadas,pouco distintos,distintas,3, , ,suave, ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
93,Enterolobium maximum,TAMBORIL,Enterolobium,maximum,Mimosaceae,Ducke,Curuá-Una,PA,12,57, ,"0,37","0,4","1,05", ,"4,5","2,4","6,7","1,88","7,16","43,35","7,65","48,84","19,81","37,66","2,55","4,12","3049,88","3854,02","2696,84","2824,32","2,65","2,26","333,43","313,81","7,06","8,83",   ,   ,   ,   ,marrom,média a grossa,"cruzada, levemente revessa",moderado,imperceptível, ,causada por linhas vasculares bem destacadas,causada por linhas vasculares e raios destacados,distintos,pouco distintas,23, , ,severo, ,Leve,Média,Baixa,Baixa,Baixa,Média,Baixa,Muito Lenta > 20,Baixo,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
95,Enterolobium schomburgkii,FAVA-ORELHA-DE-NEGRO,Enterolobium,schomburgkii,Mimosaceae,(Benth.) Benth.,Curuá-Una,PA,11,58,62,"0,84","0,92","1,21", ,"9,3","4,2","12,7","2,21","14,61","115,62","16,77","161,61","56,98","78,65","13,93","14,81","8669,1","9277,11","9669,38","10434,3","6,28","5,49","764,92","794,34","15,1","17,36",   ,   ,   ,   ,amarela,média a grossa,cruzada revessa e cruzada ondulada,moderado,imperceptível imperceptível, ,em linhas vasculares e faixas causadas por anéis de crescimento grã e brilho,em linhas vasculares destacadas,distintos,distintas,3, , ,severo, ,Pesada,Alta,Baixa,Baixa,Média,Alta,Alta,Muito rápida < 4,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
97,Erisma uncinatum,CEDRINHO,Erisma,uncinatum,Vochysiaceae,Warm.,Curuá-Una,PA,10,61,60,"0,46","0,54","1,11", ,10,"4,3","13,4","2,33","9,02","58,15","10,79","87,48","26,97","49,72","3,04","5,59","3510,79","5785,94","2765,48","3863,83","2,65","3,04","362,85","372,65","7,16","7,85",   ,   ,   ,   ,marrom,média,cruzada irregular a direita,moderado,imperceptível imperceptível, ,causada por linhas vasculares destacadas,em faixas longitudinais causadas por anéis de crescimento,distintos,distintas,45, , ,severo, ,Leve,Alta,Baixa,Baixa,Média,Média,Média,Muito Lenta > 20,Médio,Médio,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
103,Eschweilera sp.,MATAMATÁ,Eschweilera,sp.,Lecythidaceae,,Curuá-Una,PA,6,46, ,"0,81","0,97","1,26", ,"10,7",6,"16,1","1,78","15,69","118,07","18,93","168,18","56,98","86,4","10,49","17,95","10336,24","14631,56","11640,52","13631,28","6,86", ,"666,85","872,79","11,87","20,5",   ,   ,   ,   ,marrom,média,direita,moderado,imperceptível imperceptível, ,em manchas escuras e irregulares,em manchas escuras e irregulares ,indistintos,pouco distintas, , , , , ,Pesada,Alta,Baixa,Baixa,Alta,Alta,Alta,Muito Lenta > 20,Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
115,Glycydendron amazonicum,GLÍCIA,Glycydendron,amazonicum,Euphorbiaceae,Ducke,Curuá-Una,PA,10,64, ,"0,66","0,76","1,11", ,"7,6","4,9",12,"1,55","12,26","78,75","14,91","125,92","39,13","65,02",5,"10,2",5580,"8561,23","5285,8","7433,46","4,31","3,33","460,91","451,11","9,32","13,44",   ,   ,   ,   ,amarela,média a fina,cruzada ondulada a direita,moderado,imperceptível imperceptível, ,não apresenta,"em faixas longitudinais estreitas, causadas por anéis de crescimento",distintos,pouco distintas,18, , ,severo, ,Média,Alta,Baixa,Baixa,Média,Alta,Média,"Lenta - 16,1 a 20",Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
116,Goupia glabra,CUPIÚBA,Goupia,glabra,Goupiaceae,Aubl.,Curuá-Una,PA,8,54,52,"0,71","0,82","1,13", ,"8,4","4,5","13,2","1,87","11,47","89,83","14,61","131,41","47,56","67,57","9,22","14,51","7629,59",9993,"7325,59","8139,54","6,47","4,12","715,89","549,17","12,26","14,51",   ,   ,   ,   ,marrom,média,cruzada revessa,ausente,desagradável, ,causada por linhas vasculares destacadas,em faixas longitudinais pouco destacadas causadas pela grã,pouco distintos a indistintos,pouco distintas,14, , ,suave, ,Média,Alta,Baixa,Baixa,Média,Alta,Alta,"Moderadamente Lenta - 12,1 a 16",Alto,Alto,30,15,0.6,439.2344978610918,206.44021399471313,757.6355853605971
